symbol,open_time,open,high,low,close,volume
BTCUSDT,2026-05-06 16:46:00+00:00,59905.74638605,59993.10768166,59905.74638605,59945.24057203,138.4283
BTCUSDT,2026-05-06 16:47:00+00:00,59942.99595647,59972.9822432,59913.08390335,59940.751509,65.143
BTCUSDT,2026-05-06 16:48:00+00:00,59932.44091736,59932.44091736,59922.1556337,59924.13262977,86.0676
BTCUSDT,2026-05-06 16:49:00+00:00,59893.52955084,59893.52955084,59825.04660899,59862.95770845,98.5455
BTCUSDT,2026-05-06 16:50:00+00:00,59917.846383,59986.797116,59917.846383,59972.83583625,146.4127
BTCUSDT,2026-05-06 16:51:00+00:00,59965.88515787,59965.88515787,59920.86087881,59958.93609037,84.0024
BTCUSDT,2026-05-06 16:52:00+00:00,59939.6745313,59939.6745313,59918.76326909,59920.42534234,49.0713
BTCUSDT,2026-05-06 16:53:00+00:00,59904.60034898,59931.55443339,59884.73661888,59888.78371145,122.3925
BTCUSDT,2026-05-06 16:54:00+00:00,59912.69322117,59959.15886251,59912.69322117,59936.62183193,73.9944
BTCUSDT,2026-05-06 16:55:00+00:00,59953.04944312,60006.54715956,59953.04944312,59969.48606267,111.0116
BTCUSDT,2026-05-06 16:56:00+00:00,59988.04958343,60047.37462472,59971.93053254,60006.62460159,122.9603
BTCUSDT,2026-05-06 16:57:00+00:00,60026.01368589,60088.09940993,60024.5291346,60045.41530543,69.8834
BTCUSDT,2026-05-06 16:58:00+00:00,60141.862229,60260.53246316,60141.862229,60238.61965044,58.2846
BTCUSDT,2026-05-06 16:59:00+00:00,60220.25824188,60220.25824188,60156.9338156,60201.9080223,98.4053
BTCUSDT,2026-05-06 17:00:00+00:00,60178.77953233,60205.45882441,60139.76281859,60155.66880437,111.3389
BTCUSDT,2026-05-06 17:01:00+00:00,60118.95403144,60139.60098994,60056.81295638,60082.28403829,87.3126
BTCUSDT,2026-05-06 17:02:00+00:00,60110.04112231,60162.42234641,60095.79763667,60137.82386882,71.1258
BTCUSDT,2026-05-06 17:03:00+00:00,60188.74429713,60249.78526613,60174.74484333,60239.75105453,98.8852
BTCUSDT,2026-05-06 17:04:00+00:00,60234.60292969,60260.18063605,60226.40485028,60229.45568468,67.6679
BTCUSDT,2026-05-06 17:05:00+00:00,60191.50406924,60191.50406924,60153.01893454,60153.6002416,142.011
BTCUSDT,2026-05-06 17:06:00+00:00,60116.40361599,60116.40361599,60056.1632116,60079.25295435,92.5934
BTCUSDT,2026-05-06 17:07:00+00:00,60108.5682962,60178.33205045,60108.5682962,60137.91226519,117.6955
BTCUSDT,2026-05-06 17:08:00+00:00,60171.43557385,60279.32525392,60171.43557385,60204.99628481,91.9662
BTCUSDT,2026-05-06 17:09:00+00:00,60229.52173263,60271.41306936,60229.52173263,60254.06717295,111.4507
BTCUSDT,2026-05-06 17:10:00+00:00,60223.99242799,60223.99242799,60161.25256291,60193.94768561,81.4906
BTCUSDT,2026-05-06 17:11:00+00:00,60204.4287153,60244.60458822,60198.70059496,60214.91339577,99.6391
BTCUSDT,2026-05-06 17:12:00+00:00,60220.18306516,60234.93725804,60152.38007369,60225.45365701,75.4897
BTCUSDT,2026-05-06 17:13:00+00:00,60235.33162179,60254.18735141,60222.6142738,60245.21282758,153.5686
BTCUSDT,2026-05-06 17:14:00+00:00,60284.5873755,60350.76189817,60284.5873755,60324.01343649,115.3778
BTCUSDT,2026-05-06 17:15:00+00:00,60334.12957196,60352.02432848,60328.66143442,60344.24910108,122.7449
BTCUSDT,2026-05-06 17:16:00+00:00,60374.97549265,60417.49133511,60374.97549265,60405.73319631,98.7424
BTCUSDT,2026-05-06 17:17:00+00:00,60408.79481874,60424.87715267,60404.92788426,60411.85675154,101.7728
BTCUSDT,2026-05-06 17:18:00+00:00,60424.9564309,60457.43267273,60386.8778186,60438.06179296,68.4874
BTCUSDT,2026-05-06 17:19:00+00:00,60466.67716628,60508.25464842,60466.67716628,60495.31965355,152.7864
BTCUSDT,2026-05-06 17:20:00+00:00,60429.2063758,60429.2063758,60341.04595839,60363.2373938,70.9055
BTCUSDT,2026-05-06 17:21:00+00:00,60348.76510221,60348.76510221,60292.87872294,60334.29974797,85.6441
BTCUSDT,2026-05-06 17:22:00+00:00,60313.0150462,60356.63030103,60284.49764344,60291.74535497,84.9936
BTCUSDT,2026-05-06 17:23:00+00:00,60262.85606399,60278.81024124,60201.29914505,60233.99444042,60.77
BTCUSDT,2026-05-06 17:24:00+00:00,60221.56475315,60233.13184155,60188.03566174,60209.14019437,148.0471
BTCUSDT,2026-05-06 17:25:00+00:00,60276.64698597,60366.92093554,60276.64698597,60344.30538223,72.4875
BTCUSDT,2026-05-06 17:26:00+00:00,60305.1194103,60305.1194103,60258.07804884,60265.98428699,94.9197
BTCUSDT,2026-05-06 17:27:00+00:00,60309.74995767,60391.97134047,60309.74995767,60353.57925598,102.7388
BTCUSDT,2026-05-06 17:28:00+00:00,60277.40392617,60277.40392617,60177.06555192,60201.42056302,95.2116
BTCUSDT,2026-05-06 17:29:00+00:00,60186.30014776,60186.30014776,60118.87402989,60171.18732535,68.3127
BTCUSDT,2026-05-06 17:30:00+00:00,60178.53210915,60195.45905122,60178.53210915,60185.87868633,102.2478
BTCUSDT,2026-05-06 17:31:00+00:00,60212.34041251,60270.12712939,60203.06394627,60238.82542101,92.9146
BTCUSDT,2026-05-06 17:32:00+00:00,60270.95800525,60308.8148246,60270.95800525,60303.1248942,142.9443
BTCUSDT,2026-05-06 17:33:00+00:00,60339.00587378,60402.35751846,60339.00587378,60374.92958638,153.827
BTCUSDT,2026-05-06 17:34:00+00:00,60359.13889834,60388.58065341,60343.12335246,60343.35646733,110.9901
BTCUSDT,2026-05-06 17:35:00+00:00,60322.43157473,60329.09571768,60292.45441525,60301.52118741,66.8025
BTCUSDT,2026-05-06 17:36:00+00:00,60340.32411478,60400.02466427,60340.32411478,60379.17702299,108.17
BTCUSDT,2026-05-06 17:37:00+00:00,60370.51392484,60417.7724671,60332.67458779,60361.85331214,116.9413
BTCUSDT,2026-05-06 17:38:00+00:00,60304.10125431,60304.10125431,60165.30750605,60246.45956594,137.2849
BTCUSDT,2026-05-06 17:39:00+00:00,60195.25218384,60195.25218384,60119.50048495,60144.13175221,129.8487
BTCUSDT,2026-05-06 17:40:00+00:00,60102.65702077,60102.65702077,60040.56479411,60061.23943785,110.7506
BTCUSDT,2026-05-06 17:41:00+00:00,60083.63450364,60159.57186868,60057.25257563,60106.04627866,110.7913
BTCUSDT,2026-05-06 17:42:00+00:00,60112.46676452,60132.7876782,60095.09660417,60118.88862224,62.2905
BTCUSDT,2026-05-06 17:43:00+00:00,60150.02202575,60200.57050326,60150.02202575,60181.18769727,109.5543
BTCUSDT,2026-05-06 17:44:00+00:00,60161.90326981,60161.90326981,60127.55920227,60142.63119606,103.5431
BTCUSDT,2026-05-06 17:45:00+00:00,60149.78244162,60249.36742981,60149.78244162,60156.93538808,119.2646
BTCUSDT,2026-05-06 17:46:00+00:00,60185.16058462,60226.8377176,60185.16058462,60213.41228385,149.2649
BTCUSDT,2026-05-06 17:47:00+00:00,60199.4421763,60199.4421763,60172.30776065,60185.47854916,131.3348
BTCUSDT,2026-05-06 17:48:00+00:00,60206.09697474,60237.64842902,60199.68719758,60226.72953376,26.8499
BTCUSDT,2026-05-06 17:49:00+00:00,60196.8303127,60196.8303127,60144.06886881,60166.96075861,89.4071
BTCUSDT,2026-05-06 17:50:00+00:00,60150.57787451,60158.29302079,60129.73208375,60134.20390898,138.642
BTCUSDT,2026-05-06 17:51:00+00:00,60116.98728166,60116.98728166,60085.7287347,60099.78050892,115.1766
BTCUSDT,2026-05-06 17:52:00+00:00,60045.87826264,60045.87826264,59940.88023394,59992.07258852,86.2478
BTCUSDT,2026-05-06 17:53:00+00:00,60013.98345288,60061.38104843,59989.5056788,60035.91033002,107.2021
BTCUSDT,2026-05-06 17:54:00+00:00,60014.77458417,60014.77458417,59970.94256446,59993.65371308,126.0611
BTCUSDT,2026-05-06 17:55:00+00:00,59994.21588895,60005.56698666,59984.86971842,59994.77807536,135.4158
BTCUSDT,2026-05-06 17:56:00+00:00,60016.40979032,60094.80685435,60015.76483237,60038.05711184,101.3242
BTCUSDT,2026-05-06 17:57:00+00:00,60058.16375853,60079.90825048,60058.16375853,60078.28387859,96.5298
BTCUSDT,2026-05-06 17:58:00+00:00,60108.26527021,60143.9789319,60106.46717781,60138.27660551,138.9117
BTCUSDT,2026-05-06 17:59:00+00:00,60133.83454505,60163.67244859,60116.40183177,60129.39314073,102.9278
BTCUSDT,2026-05-06 18:00:00+00:00,60110.30363905,60151.0466746,60078.52648363,60091.22625307,80.0195
BTCUSDT,2026-05-06 18:01:00+00:00,60087.63347929,60100.58878825,60034.20451226,60084.04113509,15.6296
BTCUSDT,2026-05-06 18:02:00+00:00,60008.00481252,60008.00481252,59850.31459699,59932.16061379,117.7265
BTCUSDT,2026-05-06 18:03:00+00:00,59867.11423197,59867.11423197,59800.95544629,59802.20884025,102.0236
BTCUSDT,2026-05-06 18:04:00+00:00,59742.8836103,59742.8836103,59628.78180833,59683.67592904,111.6566
BTCUSDT,2026-05-06 18:05:00+00:00,59639.03642831,59639.03642831,59571.01069838,59594.46363596,79.0524
BTCUSDT,2026-05-06 18:06:00+00:00,59612.33188285,59661.01991531,59577.73898037,59630.21084893,53.0461
BTCUSDT,2026-05-06 18:07:00+00:00,59589.71543112,59589.71543112,59514.20670183,59549.27496519,109.3971
BTCUSDT,2026-05-06 18:08:00+00:00,59532.38548666,59551.197088,59421.95714029,59515.50558497,68.6826
BTCUSDT,2026-05-06 18:09:00+00:00,59573.49871998,59645.67389556,59573.49871998,59631.6050215,145.5857
BTCUSDT,2026-05-06 18:10:00+00:00,59615.67157795,59618.03013668,59573.49523853,59599.74664614,99.4305
BTCUSDT,2026-05-06 18:11:00+00:00,59632.71344518,59666.97881232,59632.71344518,59665.71674143,98.2365
BTCUSDT,2026-05-06 18:12:00+00:00,59623.93802905,59623.93802905,59577.15255725,59582.2177701,92.9125
BTCUSDT,2026-05-06 18:13:00+00:00,59573.03745127,59591.99280379,59534.31943305,59563.85996082,112.8052
BTCUSDT,2026-05-06 18:14:00+00:00,59521.4197397,59521.4197397,59474.71304651,59479.03993989,97.4853
BTCUSDT,2026-05-06 18:15:00+00:00,59463.91591914,59474.58820698,59446.70412901,59448.7995871,81.3696
BTCUSDT,2026-05-06 18:16:00+00:00,59486.26605972,59551.9028139,59475.4831745,59523.77979712,89.2418
BTCUSDT,2026-05-06 18:17:00+00:00,59446.6674029,59446.6674029,59349.13358323,59369.75446085,175.6213
BTCUSDT,2026-05-06 18:18:00+00:00,59389.09817827,59434.76311415,59369.71038755,59408.45450622,123.8573
BTCUSDT,2026-05-06 18:19:00+00:00,59419.04713453,59484.7010936,59406.25791744,59429.64354111,23.1779
BTCUSDT,2026-05-06 18:20:00+00:00,59403.16095456,59403.16095456,59360.12936694,59376.70195593,104.5455
BTCUSDT,2026-05-06 18:21:00+00:00,59312.3053967,59312.3053967,59208.91764765,59248.04831748,111.4617
BTCUSDT,2026-05-06 18:22:00+00:00,59251.25346689,59278.12853975,59226.62232214,59254.45896311,67.1382
BTCUSDT,2026-05-06 18:23:00+00:00,59230.92786258,59255.19919828,59204.42838192,59207.41544148,81.3031
BTCUSDT,2026-05-06 18:24:00+00:00,59217.7475591,59246.48528603,59208.86012446,59228.08328362,78.7312
BTCUSDT,2026-05-06 18:25:00+00:00,59229.05397914,59268.02514451,59185.58973773,59230.02470648,94.1499
BTCUSDT,2026-05-06 18:26:00+00:00,59301.17969042,59390.10765781,59301.17969042,59372.50591044,108.7923
BTCUSDT,2026-05-06 18:27:00+00:00,59361.84755311,59361.84755311,59329.1404802,59351.19302158,96.3691
BTCUSDT,2026-05-06 18:28:00+00:00,59305.63369153,59305.63369153,59238.92330333,59260.14423475,97.1832
BTCUSDT,2026-05-06 18:29:00+00:00,59268.11215964,59308.06534254,59268.11215964,59276.0822276,123.7854
BTCUSDT,2026-05-06 18:30:00+00:00,59285.86263357,59310.16931938,59241.90696843,59295.64626774,108.0508
BTCUSDT,2026-05-06 18:31:00+00:00,59356.09165507,59438.20861184,59356.09165507,59416.66044505,112.6656
BTCUSDT,2026-05-06 18:32:00+00:00,59453.87507631,59501.50528143,59453.87507631,59491.13636407,116.5518
BTCUSDT,2026-05-06 18:33:00+00:00,59507.05936194,59535.68259938,59506.29769081,59522.99088654,133.2827
BTCUSDT,2026-05-06 18:34:00+00:00,59588.31595753,59680.11775879,59588.31595753,59653.78462416,149.0928
BTCUSDT,2026-05-06 18:35:00+00:00,59600.59899091,59600.59899091,59536.8488017,59547.50808272,108.6214
BTCUSDT,2026-05-06 18:36:00+00:00,59518.93637993,59518.93637993,59408.72325513,59490.39207779,72.8058
BTCUSDT,2026-05-06 18:37:00+00:00,59449.05031656,59449.05031656,59397.17321599,59407.76596156,107.4131
BTCUSDT,2026-05-06 18:38:00+00:00,59390.39766538,59406.56991975,59363.49424232,59373.03952074,68.2704
BTCUSDT,2026-05-06 18:39:00+00:00,59311.73603348,59311.73603348,59240.88265812,59250.55896566,95.3181
BTCUSDT,2026-05-06 18:40:00+00:00,59278.78374786,59315.68755479,59240.55706072,59307.03543764,32.7789
BTCUSDT,2026-05-06 18:41:00+00:00,59297.1509108,59298.78130649,59287.16032194,59287.26967807,76.5657
BTCUSDT,2026-05-06 18:42:00+00:00,59221.86966399,59221.86966399,59132.55893894,59156.61372412,98.5674
BTCUSDT,2026-05-06 18:43:00+00:00,59111.55507698,59111.55507698,59063.2585483,59066.56500112,96.8564
BTCUSDT,2026-05-06 18:44:00+00:00,59080.45364014,59096.66451417,59080.45364014,59094.34881264,107.5735
BTCUSDT,2026-05-06 18:45:00+00:00,59131.49521066,59190.97163289,59131.49521066,59168.68834793,68.4801
BTCUSDT,2026-05-06 18:46:00+00:00,59257.29617614,59398.05384828,59257.29617614,59346.16992423,107.5097
BTCUSDT,2026-05-06 18:47:00+00:00,59475.86444316,59621.18600637,59475.86444316,59606.12748638,153.5484
BTCUSDT,2026-05-06 18:48:00+00:00,59624.65349132,59661.34792257,59624.65349132,59643.19101706,125.6315
BTCUSDT,2026-05-06 18:49:00+00:00,59598.92662497,59598.92662497,59538.45977063,59554.72786988,105.3752
BTCUSDT,2026-05-06 18:50:00+00:00,59459.49795491,59459.49795491,59355.63387306,59364.57194379,148.1908
BTCUSDT,2026-05-06 18:51:00+00:00,59376.49137575,59424.21710435,59376.49137575,59388.41559544,70.3241
BTCUSDT,2026-05-06 18:52:00+00:00,59352.20614169,59352.20614169,59271.60981922,59316.0408063,148.0263
BTCUSDT,2026-05-06 18:53:00+00:00,59297.56279635,59297.56279635,59200.54486565,59279.09629408,89.7848
BTCUSDT,2026-05-06 18:54:00+00:00,59251.88288909,59251.88288909,59217.67562143,59224.69445466,121.4502
BTCUSDT,2026-05-06 18:55:00+00:00,59218.44073178,59237.35422498,59173.52329232,59212.18832942,97.8566
BTCUSDT,2026-05-06 18:56:00+00:00,59259.52757587,59307.87862875,59259.52757587,59306.94259714,136.8187
BTCUSDT,2026-05-06 18:57:00+00:00,59313.92814986,59346.1328883,59311.6267132,59320.91534844,102.0391
BTCUSDT,2026-05-06 18:58:00+00:00,59313.8575757,59352.96340408,59267.68775148,59306.80148211,100.3573
BTCUSDT,2026-05-06 18:59:00+00:00,59260.73551698,59273.39916283,59197.59038444,59214.74104039,48.231
BTCUSDT,2026-05-06 19:00:00+00:00,59140.36668084,59158.04116128,59044.5295018,59066.17883911,97.1136
BTCUSDT,2026-05-06 19:01:00+00:00,59044.63557857,59056.78855769,58997.1166709,59023.10802539,110.5064
BTCUSDT,2026-05-06 19:02:00+00:00,59020.72721541,59043.31647685,59005.14231545,59018.34659749,87.2174
BTCUSDT,2026-05-06 19:03:00+00:00,59096.60173095,59175.81222112,59096.60173095,59175.06475629,99.57
BTCUSDT,2026-05-06 19:04:00+00:00,59180.84650868,59215.45317118,59172.95919762,59186.62939105,60.1481
BTCUSDT,2026-05-06 19:05:00+00:00,59230.25315466,59332.53284866,59230.25315466,59273.94128772,82.9467
BTCUSDT,2026-05-06 19:06:00+00:00,59251.7448763,59251.7448763,59227.57552648,59229.56508044,88.3995
BTCUSDT,2026-05-06 19:07:00+00:00,59176.92733018,59176.92733018,59123.20756964,59124.38302834,105.2446
BTCUSDT,2026-05-06 19:08:00+00:00,59081.58659344,59108.44373079,58983.32966513,59038.85205414,95.5814
BTCUSDT,2026-05-06 19:09:00+00:00,59006.73967472,59006.73967472,58934.02567254,58974.66220309,85.87
BTCUSDT,2026-05-06 19:10:00+00:00,59068.8063805,59183.13996994,59068.8063805,59163.25177351,82.4256
BTCUSDT,2026-05-06 19:11:00+00:00,59126.80485254,59126.80485254,59071.18599698,59090.40280024,86.4214
BTCUSDT,2026-05-06 19:12:00+00:00,59127.56278904,59172.03351389,59126.79035388,59164.76955442,43.3044
BTCUSDT,2026-05-06 19:13:00+00:00,59124.70345785,59124.70345785,59027.16361491,59084.69157747,67.3749
BTCUSDT,2026-05-06 19:14:00+00:00,59125.97284214,59191.32194202,59119.54958745,59167.31184536,77.9756
BTCUSDT,2026-05-06 19:15:00+00:00,59184.3942298,59261.12352792,59171.35325903,59201.48648186,136.0126
BTCUSDT,2026-05-06 19:16:00+00:00,59194.53158464,59199.52202153,59182.0304425,59187.57832127,69.9166
BTCUSDT,2026-05-06 19:17:00+00:00,59185.76884486,59229.41527408,59150.24959558,59183.95947909,98.7037
BTCUSDT,2026-05-06 19:18:00+00:00,59154.89478744,59154.89478744,59099.18199974,59125.8586239,118.9184
BTCUSDT,2026-05-06 19:19:00+00:00,59145.63942387,59187.25240102,59145.63942387,59165.43346524,90.3597
BTCUSDT,2026-05-06 19:20:00+00:00,59145.24399568,59145.24399568,59064.84563565,59125.06829867,47.14
BTCUSDT,2026-05-06 19:21:00+00:00,59070.72031088,59070.72031088,58980.7155418,59016.4721146,56.0233
BTCUSDT,2026-05-06 19:22:00+00:00,58959.90762379,58959.90762379,58887.8703267,58903.45142342,93.3013
BTCUSDT,2026-05-06 19:23:00+00:00,58911.07594135,58965.71829597,58901.16569235,58918.70243348,119.9886
BTCUSDT,2026-05-06 19:24:00+00:00,58988.48087404,59073.43677874,58988.48087404,59058.42485577,102.5953
BTCUSDT,2026-05-06 19:25:00+00:00,59065.51149522,59099.16597232,59062.77616092,59072.59983565,164.604
BTCUSDT,2026-05-06 19:26:00+00:00,59067.3436299,59067.3436299,59027.01945965,59062.08835943,105.4101
BTCUSDT,2026-05-06 19:27:00+00:00,59074.74947557,59127.35308572,59051.99280865,59087.41602159,68.7663
BTCUSDT,2026-05-06 19:28:00+00:00,59145.29218571,59216.43416652,59145.29218571,59203.28187765,117.3519
BTCUSDT,2026-05-06 19:29:00+00:00,59213.02300052,59238.25394497,59190.22665272,59222.76732965,83.7606
BTCUSDT,2026-05-06 19:30:00+00:00,59204.51514497,59204.51514497,59167.68024667,59186.27420614,91.649
BTCUSDT,2026-05-06 19:31:00+00:00,59235.3820138,59297.65428327,59235.3820138,59284.57140281,106.7818
BTCUSDT,2026-05-06 19:32:00+00:00,59303.63538277,59369.95411414,59303.63538277,59322.71162869,135.3801
BTCUSDT,2026-05-06 19:33:00+00:00,59391.04047557,59476.15690899,59391.04047557,59459.52696918,66.9359
BTCUSDT,2026-05-06 19:34:00+00:00,59467.6982438,59500.66118564,59450.45073877,59475.87176472,97.2913
BTCUSDT,2026-05-06 19:35:00+00:00,59421.25202307,59421.25202307,59329.47515202,59366.73247899,109.2453
BTCUSDT,2026-05-06 19:36:00+00:00,59305.81516583,59305.81516583,59183.34148385,59245.02269872,102.1177
BTCUSDT,2026-05-06 19:37:00+00:00,59318.37957077,59392.68367417,59318.37957077,59391.91840355,163.1872
BTCUSDT,2026-05-06 19:38:00+00:00,59468.69717828,59582.61088639,59468.69717828,59545.67480714,71.1377
BTCUSDT,2026-05-06 19:39:00+00:00,59537.65761272,59544.9117738,59526.81954399,59529.64257676,76.7378
BTCUSDT,2026-05-06 19:40:00+00:00,59512.53432451,59512.53432451,59484.8186782,59495.43590198,67.3508
BTCUSDT,2026-05-06 19:41:00+00:00,59560.6477986,59661.68355802,59560.6477986,59626.00285976,48.1279
BTCUSDT,2026-05-06 19:42:00+00:00,59576.49635074,59576.49635074,59518.70226129,59527.07195976,129.1838
BTCUSDT,2026-05-06 19:43:00+00:00,59487.12661201,59487.12661201,59422.62550631,59447.23482661,105.6143
BTCUSDT,2026-05-06 19:44:00+00:00,59475.91782143,59543.75443087,59462.52402631,59504.62851288,133.6768
BTCUSDT,2026-05-06 19:45:00+00:00,59487.01789047,59504.97992915,59459.81607587,59469.41768782,144.8712
BTCUSDT,2026-05-06 19:46:00+00:00,59469.189242,59500.37854277,59448.63345287,59468.96079793,72.6607
BTCUSDT,2026-05-06 19:47:00+00:00,59461.67096351,59505.85342998,59438.44018065,59454.382916,88.4248
BTCUSDT,2026-05-06 19:48:00+00:00,59469.43563022,59504.37182136,59469.43563022,59484.49596914,49.8682
BTCUSDT,2026-05-06 19:49:00+00:00,59547.28843427,59631.06749184,59547.28843427,59610.21365512,111.1182
BTCUSDT,2026-05-06 19:50:00+00:00,59614.26349435,59633.86294641,59610.43178501,59618.31388391,77.2927
BTCUSDT,2026-05-06 19:51:00+00:00,59647.10678826,59680.73827975,59619.5522834,59675.92752182,141.5518
BTCUSDT,2026-05-06 19:52:00+00:00,59584.16822495,59584.16822495,59491.93812223,59492.69053419,125.326
BTCUSDT,2026-05-06 19:53:00+00:00,59490.51674259,59521.95314308,59463.66084951,59488.34310983,97.6768
BTCUSDT,2026-05-06 19:54:00+00:00,59450.72134112,59467.27125421,59379.78360259,59413.14711805,161.9507
BTCUSDT,2026-05-06 19:55:00+00:00,59358.83700852,59358.83700852,59241.6146035,59304.62606892,118.2667
BTCUSDT,2026-05-06 19:56:00+00:00,59265.5672069,59265.5672069,59206.91579651,59226.55974918,118.7973
BTCUSDT,2026-05-06 19:57:00+00:00,59211.71801335,59211.71801335,59182.4364543,59196.88371351,80.5118
BTCUSDT,2026-05-06 19:58:00+00:00,59237.54763292,59281.99714151,59237.54763292,59278.26746984,66.7229
BTCUSDT,2026-05-06 19:59:00+00:00,59219.29781198,59219.29781198,59150.40009868,59160.44532409,94.6569
BTCUSDT,2026-05-06 20:00:00+00:00,59161.80445365,59204.97746591,59133.90554963,59163.16364565,17.8357
BTCUSDT,2026-05-06 20:01:00+00:00,59141.67990098,59141.67990098,59101.87861943,59120.21175141,104.4454
BTCUSDT,2026-05-06 20:02:00+00:00,59105.68267495,59107.75536142,59057.86981714,59091.16073734,78.6279
BTCUSDT,2026-05-06 20:03:00+00:00,59135.60131345,59197.46580462,59135.60131345,59180.10880135,48.6538
BTCUSDT,2026-05-06 20:04:00+00:00,59203.99309634,59284.17918141,59185.28886817,59227.89668046,112.5849
BTCUSDT,2026-05-06 20:05:00+00:00,59287.30509827,59358.40429854,59287.30509827,59346.83285473,85.1627
BTCUSDT,2026-05-06 20:06:00+00:00,59339.95578775,59357.62203834,59286.78961002,59333.08031434,98.0251
BTCUSDT,2026-05-06 20:07:00+00:00,59302.11100581,59302.11100581,59251.101882,59271.17400409,112.8624
BTCUSDT,2026-05-06 20:08:00+00:00,59261.22272311,59283.19577151,59241.10561217,59251.2747829,123.4204
BTCUSDT,2026-05-06 20:09:00+00:00,59262.05096568,59274.30520421,59246.37368647,59272.83106918,92.2614
BTCUSDT,2026-05-06 20:10:00+00:00,59280.68057123,59297.41019209,59267.88018085,59288.53215266,112.8545
BTCUSDT,2026-05-06 20:11:00+00:00,59240.31334109,59240.31334109,59145.09587045,59192.17287641,50.4542
BTCUSDT,2026-05-06 20:12:00+00:00,59196.1900915,59212.77855586,59176.07528888,59200.20785191,109.0612
BTCUSDT,2026-05-06 20:13:00+00:00,59210.34122515,59243.60163896,59182.84485094,59220.47806826,57.6539
BTCUSDT,2026-05-06 20:14:00+00:00,59332.29231404,59494.29776155,59332.29231404,59444.52985948,87.4228
BTCUSDT,2026-05-06 20:15:00+00:00,59528.20585795,59639.95495376,59528.20585795,59612.11786959,64.2828
BTCUSDT,2026-05-06 20:16:00+00:00,59573.97014761,59573.97014761,59512.74892962,59535.87120794,132.806
BTCUSDT,2026-05-06 20:17:00+00:00,59523.03899424,59523.03899424,59479.16731512,59510.21231059,87.211
BTCUSDT,2026-05-06 20:18:00+00:00,59444.89505482,59457.63211704,59376.13536933,59379.72097152,94.8964
BTCUSDT,2026-05-06 20:19:00+00:00,59353.41396171,59353.41396171,59271.17571867,59327.13024775,134.856
BTCUSDT,2026-05-06 20:20:00+00:00,59341.17320159,59379.57623256,59318.06514322,59355.22280557,98.4184
BTCUSDT,2026-05-06 20:21:00+00:00,59408.90305902,59492.82503725,59408.90305902,59462.68052549,121.3914
BTCUSDT,2026-05-06 20:22:00+00:00,59430.16557248,59430.16557248,59348.64142887,59397.68615275,66.2758
BTCUSDT,2026-05-06 20:23:00+00:00,59368.54506871,59368.54506871,59314.97583615,59339.43255979,111.2822
BTCUSDT,2026-05-06 20:24:00+00:00,59243.86854033,59243.86854033,59085.70423332,59148.61166662,141.1716
BTCUSDT,2026-05-06 20:25:00+00:00,59141.39556916,59160.90397247,59103.15657751,59134.18123214,99.91
BTCUSDT,2026-05-06 20:26:00+00:00,59087.06249729,59087.06249729,59027.64396629,59040.01877218,104.4467
BTCUSDT,2026-05-06 20:27:00+00:00,59016.57518934,59025.4535092,58971.59669918,58993.15021459,100.9354
BTCUSDT,2026-05-06 20:28:00+00:00,58954.35364107,58954.35364107,58907.57308068,58915.60805163,88.3058
